time,altitude,pressure
2000,0.0105691
2500,0.0317073
3000,0.0528455
3500,0.0528455
4000,0.0739837
4500,0.0951219
5000,0.105691
5500,0.126829
6000,0.158536
6500,0.158536
7000,0.190244
7500,0.200813
8000,0.221951
8500,0.264227
9000,0.274796
9500,0.295935
10000,0.327642
10500,0.327642
11000,0.317073
11500,0.306504
12000,0.295935
12500,0.295935
13000,0.295935
13500,0.295935
14000,0.285366
14500,0.274796
15000,0.274796
15500,0.23252
16000,0.221951
16500,0.211382
17000,0.200813
17500,0.200813
18000,0.211382
18500,0.243089
19000,0.243089
19500,0.285366
20000,0.306504
20500,0.327642
21000,0.359349
21500,0.391057
22000,0.401626
22500,0.422764
23000,0.422764
23500,0.433333
24000,0.443902
24500,0.433333
25000,0.443902
25500,0.443902
26000,0.443902
26500,0.443902
27000,0.454471
27500,0.454471
28000,0.443902
28500,0.433333
29000,0.422764
29500,0.412195
30000,0.369918
30500,0.338211
31000,0.295935
31500,0.295935
32000,0.274796
32500,0.243089
33000,0.221951
33500,0.23252
34000,0.211382
34500,0.200813
35000,0.200813
35500,0.179675
36000,0.137398
36500,0.105691
37000,0.0634146
37500,0.0528455
38000,0.0317073
38500,0.0211382
39000,0.0105691
39500,0.0105691
40000,0.0105691
40500,0.0105691
41000,0.0
41500,0.0
42000,0.0
42500,0.0
43000,-0.0422764
43500,-0.0422764
44000,-0.0422764
44500,-0.0634146
45000,-0.0845528
45500,-0.105691
46000,-0.147967
46500,-0.190244
47000,-0.190244
47500,-0.211382
48000,-0.253658
48500,-0.274796
49000,-0.295935
49500,-0.295935
50000,-0.317073
50500,-0.295935
51000,-0.317073
51500,-0.317073
52000,-0.295935
52500,-0.274796
53000,-0.253658
53500,-0.23252
54000,-0.190244
54500,-0.147967
55000,-0.126829
55500,-0.126829
56000,-0.0634146
56500,-0.0211382
57000,0.0105691
57500,0.0422764
58000,0.0422764
58500,0.0634146
59000,0.0739837
59500,0.0739837
60000,0.0634146
60500,0.0528455
61000,0.0422764
61500,0.0
62000,-0.0211382
62500,-0.0211382
63000,-0.0422764
63500,-0.0634146
64000,-0.0634146
64500,-0.0634146
65000,-0.0845528
65500,-0.0845528
66000,-0.105691
66500,-0.147967
67000,-0.169106
67500,-0.169106
68000,-0.211382
68500,-0.23252
69000,-0.274796
69500,-0.317073
70000,-0.338211
70500,-0.317073
71000,-0.317073
71500,-0.317073
72000,-0.317073
72500,-0.295935
73000,-0.274796
73500,-0.253658
74000,-0.23252
74500,-0.190244
75000,-0.147967
75500,-0.147967
76000,-0.126829
76500,-0.126829
77000,-0.0634146
77500,-0.0422764
78000,-0.0211382
78500,0.0105691
79000,0.0528455
79500,0.0845528
80000,0.11626
80500,0.158536
81000,0.211382
81500,0.211382
82000,0.243089
82500,0.264227
83000,0.285366
83500,0.306504
84000,0.34878
84500,0.359349
85000,0.359349
85500,0.327642
86000,0.317073
86500,0.317073
87000,0.306504
87500,0.295935
88000,0.274796
88500,0.23252
89000,0.200813
89500,0.158536
90000,0.158536
90500,0.137398
91000,0.0845528
91500,0.0634146
92000,0.0422764
92500,0.0211382
93000,0.0
93500,0.0
94000,0.0105691
94500,0.0528455
95000,0.0739837
95500,0.0739837
96000,0.105691
96500,0.147967
97000,0.169106
97500,0.169106
98000,0.190244
98500,0.200813
99000,0.211382
99500,0.211382
100000,0.211382
100500,0.211382
101000,0.221951
101500,0.211382
102000,0.190244
102500,0.158536
103000,0.158536
103500,0.147967
104000,0.137398
104500,0.126829
105000,0.0951219
105500,0.0634146
106000,0.0528455
106500,0.0528455
107000,0.0528455
107500,0.0422764
108000,0.0528455
108500,0.0317073
109000,0.0211382
109500,0.0211382
110000,0.0211382
110500,0.0317073
111000,0.0422764
111500,0.0422764
112000,0.0422764
112500,0.0317073
113000,0.0317073
113500,0.0422764
114000,0.0528455
114500,0.0528455
115000,0.0528455
115500,0.0634146
116000,0.0634146
116500,0.0634146
117000,0.0634146
117500,0.0634146
118000,0.0422764
118500,0.0211382
119000,0.0
119500,-0.0211382
120000,-0.0211382
