time,altitude
500,-0.126829
1000,-0.0845528
1500,-0.0634146
2000,-0.0211382
2500,-0.0211382
3000,0.0105691
3500,0.0105691
4000,0.0105691
4500,0.0211382
5000,0.0317073
5500,0.0528455
6000,0.0845528
6500,0.0845528
7000,0.0739837
7500,0.11626
8000,0.137398
8500,0.158536
9000,0.169106
9500,0.190244
10000,0.200813
10500,0.200813
11000,0.221951
11500,0.243089
12000,0.23252
12500,0.23252
13000,0.23252
13500,0.221951
14000,0.200813
14500,0.200813
15000,0.169106
15500,0.179675
16000,0.169106
16500,0.147967
17000,0.137398
17500,0.105691
18000,0.0739837
18500,0.0634146
19000,0.0634146
19500,0.0317073
20000,0.0
20500,0.0
21000,0.0105691
21500,0.0105691
22000,-0.0211382
22500,-0.0634146
23000,-0.0634146
23500,-0.0634146
24000,-0.126829
24500,-0.147967
25000,-0.169106
25500,-0.169106
26000,-0.190244
26500,-0.211382
27000,-0.23252
27500,-0.23252
28000,-0.253658
28500,-0.253658
29000,-0.23252
29500,-0.211382
30000,-0.190244
30500,-0.169106
31000,-0.147967
31500,-0.147967
32000,-0.126829
32500,-0.126829
33000,-0.0845528
33500,-0.0634146
34000,-0.0422764
34500,-0.0211382
35000,-0.0211382
35500,0.0
36000,0.0
36500,0.0317073
37000,0.0528455
37500,0.0951219
38000,0.11626
38500,0.126829
39000,0.147967
39500,0.147967
40000,0.158536
40500,0.179675
41000,0.190244
41500,0.211382
42000,0.221951
42500,0.264227
43000,0.264227
43500,0.264227
44000,0.264227
44500,0.274796
44500,0.274796
45000,0.274796
45500,0.274796
46000,0.264227
46500,0.23252
47000,0.243089
47500,0.243089
48000,0.253658
48500,0.253658
49000,0.23252
49500,0.23252
50000,0.23252
50500,0.221951
51000,0.211382
51500,0.211382
52000,0.221951
52500,0.211382
53000,0.190244
53500,0.190244
54000,0.190244
54500,0.169106
55000,0.169106
55500,0.169106
56000,0.200813
56500,0.200813
57000,0.211382
57500,0.190244
58000,0.200813
58500,0.200813
59000,0.190244
59500,0.190244
60000,0.179675
60500,0.179675
61000,0.137398
61500,0.147967
62000,0.105691
62500,0.0951219
63000,0.0845528
63500,0.0845528
64000,0.0528455
64500,0.0317073
65000,0.0317073
65500,0.0105691
66000,0.0
66500,0.0105691
67000,0.0
67500,0.0
68000,0.0
68500,0.0
69000,0.0
69500,-0.0211382
70000,-0.0422764
70500,-0.0634146
71000,-0.0845528
71500,-0.105691
72000,-0.105691
72500,-0.147967
73000,-0.190244
73500,-0.23252
74000,-0.23252
74500,-0.295935
75000,-0.317073
75500,-0.338211
76000,-0.338211
76500,-0.338211
77000,-0.338211
77500,-0.317073
78000,-0.338211
78500,-0.295935
79000,-0.295935
79500,-0.274796
80000,-0.23252
80500,-0.23252
81000,-0.211382
81500,-0.190244
82000,-0.190244
82500,-0.169106
83000,-0.147967
83500,-0.147967
84000,-0.169106
84500,-0.169106
85000,-0.190244
85500,-0.253658
86000,-0.295935
86500,-0.380487
87000,-0.486178
87500,-0.613008
88000,-0.718699
88500,-0.824389
89000,-0.824389
89500,-0.93008
90000,-1.03577
90500,-1.18374
91000,-1.26829
91500,-1.31057
92000,-1.31057
92500,-1.28943
93000,-1.22602
93500,-1.22602
94000,-1.1626
94500,-1.07805
95000,-1.01463
95500,-0.951219
96000,-0.866666
96500,-0.845528
97000,-0.824389
97500,-0.824389
98000,-0.887804
98500,-0.908942
99000,-0.93008
99500,-0.93008
100000,-0.908942
100500,-0.887804
101000,-0.866666
101500,-0.866666
102000,-0.845528
102500,-0.845528
103000,-0.866666
103500,-0.887804
104000,-0.887804
104500,-0.887804
105000,-0.866666
105500,-0.887804
106000,-0.93008
106500,-0.93008
107000,-0.93008
107500,-0.93008
108000,-0.866666
108500,-0.824389
109000,-0.782113
109500,-0.760975
110000,-0.760975
110500,-0.760975
111000,-0.718699
111500,-0.69756
112000,-0.718699
112500,-0.718699
113000,-0.760975
113500,-0.782113
114000,-0.803251
114500,-0.803251
115000,-0.845528
115500,-0.887804
116000,-0.908942
116000,-0.908942
116500,-0.93008
117000,-0.951219
117500,-0.951219
118000,-0.951219
118500,-0.951219
119000,-0.951219
119500,-0.951219
120000,-0.972357
