1,0.0,655
221,0.0,655
440,0.0105691,660
662,0.0105691,662
884,0.0105691,655
1105,0.0211382,658
1326,0.0211382,659
1547,0.0211382,655
1768,0.0317073,651
1989,0.0317073,666
2210,0.0317073,692
2432,0.0317073,657
2653,0.0317073,653
2874,0.0422764,661
3098,0.0422764,654
3320,0.0422764,657
3542,0.0634146,659
3763,0.0634146,596
3987,0.0845528,715
4209,0.0845528,711
4431,0.0845528,652
4652,0.11626,659
4873,0.11626,657
5094,0.137398,653
5315,0.137398,519
5536,0.137398,674
5757,0.126829,642
5978,0.126829,655
6199,0.126829,658
6420,0.126829,658
6641,0.126829,652
6863,0.126829,562
7085,0.126829,775
7306,0.126829,658
7527,0.221951,624
7772,0.221951,659
7994,0.46504,644
8216,0.46504,668
8438,0.46504,656
8660,0.69756,642
8881,0.69756,682
9103,0.69756,
