1,0.0,652
222,0.0,662
441,0.0317073,664
663,0.0317073,655
885,0.0317073,660
1106,0.0105691,666
1327,0.0105691,656
1548,0.0105691,659
1769,0.0,661
1990,0.0,665
2210,0.0105691,654
2432,0.0105691,658
2653,0.0105691,662
2874,0.0211382,654
3095,0.0211382,659
3340,0.0211382,660
3561,0.0211382,654
3782,0.0211382,658
4004,0.0317073,661
4224,0.0317073,661
4446,0.0317073,655
4667,0.0317073,658
4888,0.0317073,721
5109,0.0211382,674
5331,0.0211382,604
5553,0.0211382,659
5775,0.0211382,654
5996,0.0211382,660
6218,0.0211382,662
6440,0.0105691,622
6662,0.0105691,772
6883,0.0105691,670
7104,0.0105691,546
7325,0.0105691,657
7546,0.0105691,660
7767,0.0105691,661
7988,0.0,651
8209,0.0,652
8431,0.0,725
8652,0.0,714
8873,0.0,659
9094,0.0,661
9315,0.0,652
9536,0.0,799
9757,0.0,829
9977,0.0,585
10199,0.0,652
10420,0.0105691,659
10641,0.0105691,662
10861,0.0105691,653
11082,0.0105691,743
11304,0.0105691,667
11525,0.0105691,650
11746,0.0105691,657
11967,0.0105691,661
12188,0.0105691,661
12409,0.0105691,736
12630,0.0105691,616
12851,0.0211382,660
13072,0.0211382,652
13294,0.0317073,658
13515,0.0317073,660
13736,0.0317073,632
13957,0.0105691,692
14181,0.0105691,582
14403,0.0,654
14624,0.0,656
14846,0.0,661
15067,0.0,655
15289,0.0,546
15510,0.0,621
15731,0.0,652
15975,0.0,658
16197,0.0,660
16418,0.0,653
16639,0.0,702
16860,0.0,655
17081,0.0,653
17302,0.0,660
17523,-0.0211382,663
17744,-0.0211382,655
17965,-0.0422764,729
18186,-0.0422764,578
18407,-0.0422764,665
18629,-0.0422764,653
18849,-0.0422764,659
19071,-0.0422764,661
19294,-0.0422764,649
19515,-0.0422764,618
19736,-0.0422764,661
19960,-0.0422764,653
20182,-0.0422764,659
20403,-0.0422764,661
20625,-0.0422764,548
20846,-0.0422764,674
21069,-0.0422764,659
21291,-0.0422764,660
21513,-0.0634146,653
21734,-0.0634146,659
21956,-0.0634146,681
22177,-0.0845528,643
22398,-0.0845528,1023
