1,0.0,654
222,0.0,657
444,0.0317073,662
666,0.0317073,653
888,0.0317073,657
1109,0.0739837,660
1331,0.0739837,656
1553,0.0739837,659
1775,0.0845528,660
1997,0.0845528,654
2219,0.105691,659
2441,0.105691,663
2662,0.105691,653
2883,0.0951219,657
3104,0.0951219,666
3325,0.11626,654
3546,0.11626,658
3767,0.11626,653
3987,0.105691,663
4208,0.105691,648
4430,0.105691,652
4651,0.105691,665
4872,0.105691,661
5093,0.105691,644
5314,0.105691,662
5536,0.105691,670
5756,0.105691,646
5978,0.105691,659
6222,0.105691,675
6444,0.11626,648
6670,0.11626,660
6890,0.126829,652
7112,0.126829,652
7333,0.126829,665
7554,0.137398,667
7775,0.137398,658
7996,0.147967,648
8217,0.147967,657
8438,0.147967,662
8659,0.147967,649
8880,0.147967,640
9101,0.147967,648
9322,0.147967,672
9543,0.147967,655
9765,0.158536,653
9986,0.158536,660
10207,0.158536,651
10428,0.179675,654
10649,0.179675,657
10875,0.179675,652
11097,0.179675,652
11319,0.179675,658
11540,0.190244,656
11762,0.190244,658
11984,0.190244,656
12206,0.190
