275,579
484,584
691,579
896,578
1100,578
1305,584
1509,574
1715,581
1920,580
2127,576
2333,580
2539,580
2745,607
2951,585
3158,593
3363,587
3571,585
3775,576
3980,585
4188,572
4397,568
4606,586
4810,583
5018,627
5223,576
5430,574
5636,593
5842,571
6049,593
6254,571
6459,581
6665,579
6869,581
7074,581
7282,581
7491,582
7699,586
7903,580
8107,581
8311,578
8516,584
8722,551
8928,621
9133,566
9338,555
9543,582
9751,580
9955,579
10164,582
10369,585
10577,585
10786,587
10990,588
11198,584
11403,582
11634,564
11843,592
12047,571
12255,578
12460,582
12666,583
12870,584
13077,580
13282,577
13490,578
13694,574
13900,580
14106,575
14310,582
14518,578
14724,581
14931,582
15137,580
15343,582
15550,582
15755,577
15963,581
16167,582
16376,578
16585,566
16794,583
16999,582
17207,583
17436,582
17642,583
17849,584
18054,583
18262,587
18467,580
18671,580
18879,582
19088,579
19297,581
19501,583
19706,580
19912,584
20117,580
20321,581
20528,580
20733,579
20941,580
21146,583
21354,581
21564,583
21773,580
21977,582
22185,581
22390,588
22597,581
22803,582
23009,579
23216,587
23421,579
23629,583
23833,581
24042,582
24246,580
24454,582
24659,582
24866,584
25072,580
25278,584
25485,579
25691,583
25898,580
26102,582
26311,579
26515,583
26723,583
26927,585
27132,584
27339,583
27545,519
27751,579
27958,585
28163,579
28371,580
28575,580
28784,582
28992,581
29196,582
29405,580
29610,582
29814,580
30021,582
30227,579
30433,625
30638,581
30842,582
31049,581
31259,582
31468,580
31672,580
31880,582
32085,577
32292,577
32520,586
32729,584
32933,580
33139,578
33344,579
33550,582
33756,582
33963,582
34168,583
34376,583
34580,582
34789,583
34994,583
35201,579
35405,583
35609,580
35816,582
36022,582
36228,582
36435,580
36640,582
36848,582
37053,582
37261,577
37465,581
37674,581
37878,583
38086,586
38291,582
38498,583
38704,583
38910,583
39117,582
39322,581
39530,582
39734,585
39943,583
40147,584
40355,579
40560,578
40767,581
40973,584
41179,579
41386,583
41590,581
41795,584
41999,583
42206,583
42416,582
42625,582
42829,577
43037,578
43242,574
43449,583
43655,578
43859,592
44064,582
44272,577
44476,581
44685,586
44893,582
45097,578
45306,589
45511,587
45715,581
45922,582
46128,588
46334,584
46541,588
46746,584
46954,584
47158,580
47367,578
47576,579
47780,578
47984,576
48191,580
48397,576
48603,587
48810,580
49015,582
49223,586
49427,576
49636,575
49842,582
50049,578
50253,577
50461,435
50666,516
50873,683
51079,585
51285,601
51492,583
51697,589
51905,583
52109,582
52316,580
52521,581
52725,581
52929,584
53156,582
53363,580
53567,582
53775,580
53980,585
54184,581
54391,581
54597,580
54803,586
55010,582
55215,579
55420,584
55627,581
55836,583
56045,583
56249,578
56453,583
56660,583
56866,582
57072,582
57279,583
57484,586
57689,579
57897,585
58107,577
58316,588
58520,583
58726,582
58932,582
59137,579
59344,583
59550,580
59756,582
59963,580
60168,582
