1,0.0,580
220,0.0,583
440,0.0105691,576
664,0.0105691,580
886,0.0105691,581
1107,0.0422764,576
1329,0.0422764,580
1552,0.0422764,582
1795,0.0634146,575
2017,0.0634146,580
2239,0.0634146,582
2461,0.0634146,575
2683,0.0634146,584
2905,0.0845528,583
3126,0.0845528,575
3347,0.105691,578
3568,0.105691,582
3789,0.105691,583
4010,0.11626,575
4231,0.11626,579
4451,0.11626,583
4674,0.147967,576
4895,0.147967,580
4853,0.147967,581
5074,0.169106,575
5295,0.169106,581
5516,0.169106,583
5737,0.179675,581
5958,0.179675,575
6179,0.190244,580
6400,0.190244,583
6621,0.190244,574
6843,0.190244,579
7064,0.190244,583
7285,0.190244,575
7506,0.211382,581
7727,0.211382,582
7949,0.221951,575
8172,0.221951,580
8394,0.221951,581
8616,0.221951,575
8838,0.221951,580
9059,0.221951,582
9280,0.221951,576
9501,0.221951,581
9722,0.23252,582
9943,0.23252,575
10164,0.23252,576
10385,0.23252,581
10606,0.23252,581
10827,0.221951,577
11048,0.221951,582
11269,0.221951,582
11490,0.221951,576
11711,0.221951,578
11932,0.221951,582
12153,0.221951,582
12375,0.221951,576
12596,0.221951,580
12817,0.221951,581
13039,0.221951,576
13260,0.23252,581
13482,0.23252,583
13725,0.243089,577
13947,0.243089,580
14169,0.243089,583
14391,0.253658,576
14613,0.253658,580
14835,0.253658,582
15056,0.253658,576
15281,0.253658,582
15504,0.253658,575
15725,0.253658,581
15946,0.253658,582
16167,0.264227,583
16388,0.264227,575
16609,0.264227,581
16830,0.264227,582
17051,0.264227,575
17272,0.243089,581
17494,0.243089,582
17716,0.243089,580
17938,0.23252,580
18160,0.23252,582
18382,0.243089,577
18603,0.243089,582
18829,0.243089,575
19050,0.243089,580
19271,0.243089,581
19492,0.23252,575
19713,0.23252,575
19935,0.23252,581
20156,0.243089,582
20377,0.243089,578
20599,0.243089,581
20821,0.243089,582
21042,0.243089,576
21264,0.23252,581
21486,0.23252,582
21708,0.23252,575
21929,0.23252,580
22151,0.23252,582
22376,0.23252,582
22597,0.23252,582
22818,0.23252,576
23039,0.221951,582
23260,0.221951,582
23481,0.221951,581
23702,0.23252,576
23923,0.23252,578
24145,0.23252,580
24366,0.23252,574
24587,0.23252,580
24808,0.23252,582
25029,0.23252,582
25250,0.23252,575
25476,0.221951,581
25720,0.221951,576
25942,0.221951,582
26164,0.221951,581
26385,0.221951,575
26606,0.221951,580
26827,0.221951,583
27048,0.221951,577
27269,0.221951,575
27490,0.221951,579
27711,0.23252,581
27933,0.23252,574
28154,0.23252,580
28375,0.221951,580
28599,0.221951,574
28820,0.23252,580
29042,0.23252,580
29264,0.23252,574
29253,0.23252,575
29474,0.221951,578
29695,0.221951,581
29916,0.221951,575
30137,0.221951,575
30358,0.221951,581
30579,0.221951,584
30800,0.221951,575
31021,0.221951,576
31243,0.221951,580
31465,0.221951,583
31686,0.211382,574
31908,0.211382,580
32130,0.211382,584
32352,0.190244,575
32574,0.190244,581
32795,0.211382,582
33016,0.211382,573
33237,0.211382,580
33458,0.200813,580
33679,0.200813,582
33900,0.200813,578
34121,0.211382,581
34342,0.211382,581
34563,0.190244,578
34784,0.190244,580
35005,0.190244,582
35226,0.179675,583
35447,0.179675,576
35668,0.179675,580
35890,0.190244,582
36111,0.190244,575
36332,0.190244,581
36553,0.190244,582
36774,0.190244,580
36995,0.169106,575
37240,0.169106,579
37461,0.190244,583
37682,0.190244,577
37902,0.190244,578
38124,0.190244,580
38346,0.190244,574
38568,0.190244,580
38790,0.179675,628
39012,0.179675,575
39233,0.179675,581
39455,0.179675,582
39677,0.179675,574
39898,0.158536,581
40119,0.158536,582
40340,0.158536,576
40561,0.158536,580
40782,0.158536,580
41003,0.179675,582
41225,0.179675,576
41445,0.179675,582
41667,0.147967,585
41888,0.147967,577
42109,0.147967,582
42330,0.147967,582
42551,0.147967,583
42772,0.147967,576
42993,0.147967,580
43214,0.147967,582
43435,0.147967,575
43656,0.147967,580
43877,0.158536,583
44098,0.158536,582
44319,0.158536,575
44540,0.147967,581
44766,0.147967,577
44987,0.137398,582
45208,0.137398,583
45429,0.137398,575
45653,0.137398,580
45875,0.137398,582
46097,0.137398,577
46319,0.147967,580
46540,0.147967,582
46761,0.147967,576
46982,0.147967,579
47203,0.147967,581
47424,0.147967,582
47645,0.147967,576
47867,0.147967,579
48088,0.158536,582
48309,0.158536,575
48530,0.147967,580
48751,0.147967,581
48996,0.147967,576
49219,0.158536,581
49440,0.158536,583
49662,0.158536,575
49884,0.158536,580
50106,0.158536,582
50327,0.158536,576
50549,0.158536,581
50770,0.158536,583
50991,0.169106,575
51212,0.169106,580
51433,0.169106,581
51654,0.169106,581
51875,0.169106,576
52096,0.158536,580
52317,0.158536,581
52538,0.158536,576
52759,0.158536,580
52980,0.158536,582
53201,0.158536,582
53422,0.158536,576
53643,0.158536,581
53662,0.137398,577
53883,0.137398,579
54104,0.137398,582
54328,0.137398,576
54550,0.137398,580
54771,0.137398,583
54994,0.147967,575
55215,0.147967,581
55436,0.158536,579
55658,0.158536,583
55880,0.158536,578
56102,0.179675,580
56324,0.179675,581
56546,0.179675,576
56767,0.179675,580
56988,0.179675,582
57209,0.158536,576
57430,0.158536,581
57651,0.158536,581
57872,0.158536,582
58093,0.158536,574
58314,0.137398,581
58535,0.137398,583
58756,0.137398,576
58978,0.137398,580
59202,0.137398,582
59423,0.137398,576
59645,0.147967,580
59605,0.147967,581
59826,0.147967,575
