time,altitude
0,-0.190807
500,-0.211946
1000,-0.127393
1500,-0.0639783
2000,-0.190807
2500,-0.254222
3000,-0.169669
3500,0.0311436
4000,0.0205745
4500,0.0417127
5000,-0.148531
5500,-0.233084
6000,-0.127393
6500,-0.106255
7000,-0.0428401
7500,-0.0851164
8000,-0.106255
8500,-0.0639783
9000,-0.0217019
9500,-0.0639783
10000,-0.0217019
10500,0.0205745
11000,0.0417127
11500,0.179111
12000,0.0945582
12500,0.0945582
13000,0.200249
13500,0.136835
14000,0.263664
14500,0.231956
15000,0.253095
15500,0.253095
16000,0.210818
16500,0.136835
17000,0.105127
17500,0.07342
18000,0.0417127
18500,0.0100054
19000,0.105127
19500,0.07342
20000,0.0417127
20500,0.105127
21000,0.0205745
21500,-0.0428401
22000,-0.0428401
22500,-0.106255
23000,-0.0851164
23500,-0.106255
24000,-0.169669
24500,-0.190807
25000,-0.211946
25500,-0.233084
26000,-0.254222
26500,-0.233084
27000,-0.211946
27500,-0.169669
28000,-0.211946
28500,-0.211946
29000,-0.211946
29500,-0.211946
30000,-0.148531
30500,-0.211946
31000,-0.211946
31500,-0.338775
32000,-0.254222
32500,-0.190807
33000,-0.359913
33500,-0.233084
34000,-0.211946
34500,-0.317636
35000,-0.27536
35500,-0.148531
36000,-0.211946
36500,-0.338775
37000,-0.27536
37500,-0.359913
38000,-0.359913
38500,-0.317636
39000,-0.381051
39500,-0.27536
40000,-0.169669
40500,-0.211946
41000,-0.190807
41500,-0.296498
42000,-0.27536
42500,-0.359913
43000,-0.27536
43500,-0.296498
44000,-0.169669
44500,-0.190807
45000,-0.169669
45500,-0.169669
46000,-0.127393
46500,-0.127393
47000,-0.190807
47500,-0.211946
48000,-0.317636
48500,-0.338775
49000,-0.381051
49500,-0.296498
50000,-0.444466
50500,-0.381051
51000,-0.402189
51500,-0.317636
52000,-0.27536
52500,-0.338775
53000,-0.465604
53500,-0.50788
54000,-0.550157
54500,-0.592433
55000,-0.529018
55500,-0.719262
56000,-0.592433
56500,-0.782677
57000,-0.803815
57500,-0.698124
58000,-0.698124
58500,-0.592433
59000,-0.423327
59500,-0.423327
60000,-0.27536
60500,-0.169669
61000,-0.0428401
61500,-0.0639783
62000,0.07342
62500,0.105127
63000,0.221387
63500,0.0628509
64000,-0.0428401
64500,0.0100054
65000,0.0417127
65500,-0.0639783
66000,0.168542
66500,0.644151
67000,0.813256
67500,0.623013
68000,0.728704
68500,0.644151
69000,0.813256
69500,0.760411
70000,0.739273
70500,0.696996
71000,0.644151
71500,0.77098
72000,0.792118
72500,0.77098
73000,0.760411
73500,0.760411
74000,0.749842
74500,0.749842
75000,0.749842
75500,0.844964
76000,0.792118
76500,0.918947
77000,0.88724
77500,0.813256
78000,0.739273
78500,0.834395
79000,0.834395
79500,0.971793
80000,0.961224
80500,0.992931
81000,1.03521
81500,0.929517
82000,0.961224
82500,0.982362
83000,0.876671
83500,0.88724
84000,0.908378
84500,0.918947
85000,0.781549
85500,0.813256
86000,0.792118
86500,0.908378
87000,0.992931
87500,0.982362
88000,0.855533
88500,0.929517
89000,0.918947
89500,0.961224
90000,1.07748
90500,0.982362
91000,1.10919
91500,1.07748
92000,1.13033
92500,0.971793
93000,1.0035
93500,1.01407
94000,1.0035
94500,0.992931
95000,1.0035
95500,1.03521
96000,1.13033
96500,1.04578
97000,1.02464
97500,1.02464
98000,1.0035
98500,0.929517
99000,0.982362
99500,1.06691
100000,0.876671
100500,0.918947
101000,0.992931
101500,1.06691
102000,1.25716
102500,1.15147
103000,1.05635
103500,0.971793
104000,0.971793
104500,0.992931
105000,1.07748
105500,1.09862
106000,0.982362
106500,1.07748
107000,0.855533
107500,0.675858
108000,0.549029
108500,0.570167
109000,0.623013
109500,0.65472
110000,0.665289
110500,0.591305
111000,0.527891
111500,0.718135
112000,0.696996
112500,0.707566
113000,0.570167
113500,0.696996
114000,0.675858
114500,0.707566
115000,0.728704
115500,0.813256
116000,0.792118
116500,0.760411
117000,0.866102
117500,0.707566
118000,0.644151
118500,0.601875
119000,0.707566
119500,0.591305
120000,0.612444
120500,0.644151
121000,0.707566
121500,0.728704
122000,0.77098
122500,0.718135
123000,0.549029
123500,0.760411
124000,0.728704
124500,0.760411
125000,0.633582
