time,altitude
0,-0.296921
500,-0.360336
1000,-0.254645
1500,-0.000986449
2000,-0.106677
2500,-0.19123
3000,-0.148954
3500,-0.106677
4000,-0.106677
4500,-0.296921
5000,-0.360336
5500,-0.275783
6000,-0.127816
6500,-0.0221246
7000,-0.0432628
7500,-0.148954
8000,-0.064401
8500,-0.0855392
9000,-0.148954
9500,-0.127816
10000,-0.064401
10500,-0.19123
11000,-0.254645
11500,-0.19123
12000,-0.233506
12500,-0.148954
13000,-0.127816
13500,-0.19123
14000,-0.212368
14500,-0.254645
15000,-0.233506
15500,-0.064401
16000,-0.064401
16500,-0.0855392
17000,-0.0221246
17500,-0.0432628
18000,0.104704
18500,0.189257
19000,0.252672
19500,0.15755
20000,0.0729972
20500,0.104704
21000,0.146981
21500,0.178688
22000,0.104704
22500,0.199826
23000,0.210395
23500,0.39007
24000,0.178688
24500,0.305517
25000,0.0624281
25500,-0.000986449
26000,-0.0221246
26500,0.136412
27000,0.125843
27500,0.104704
28000,0.146981
28500,0.0624281
29000,0.0729972
29500,0.115274
30000,0.146981
30500,0.0941354
31000,0.104704
31500,-0.0221246
32000,0.0201517
32500,0.0835663
33000,-0.0855392
33500,-0.0432628
34000,-0.0855392
34500,-0.148954
35000,-0.127816
35500,-0.064401
36000,0.907956
36500,5.44209
37000,9.01445
37500,10.5258
38000,10.6844
38500,8.55998
39000,5.31527
39500,4.30063
4000
